Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
clara-cashmere-crew-cardigan,,,,,,,,Color,Light Grey,Size,M,,,1312652LGY00M,453,shopify,1,deny,manual,79.20,198.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_003_20251111_102038.jpg?v=1764108901,g,,,
clara-cashmere-crew-cardigan,,,,,,,,Color,Light Grey,Size,S,,,1312652LGY00S,453,shopify,1,deny,manual,79.20,198.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_003_20251111_102038.jpg?v=1764108901,g,,,
clara-cashmere-crew-cardigan,,,,,,,,Color,Light Grey,Size,XL,,,1312652LGY0XL,453,shopify,1,deny,manual,79.20,198.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_003_20251111_102038.jpg?v=1764108901,g,,,
clara-cashmere-crew-cardigan,,,,,,,,Color,Light Grey,Size,XS,,,1312652LGY0XS,453,shopify,1,deny,manual,79.20,198.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_003_20251111_102038.jpg?v=1764108901,g,,,
clara-cashmere-crew-cardigan,,,,,,,,Color,Navy Multi Argyle,Size,M,,,1312652NMA00M,453,shopify,1,deny,manual,79.20,198.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_004_20251111_102038.jpg?v=1762885659,g,,,
clara-cashmere-crew-cardigan,,,,,,,,Color,Navy Multi Argyle,Size,XL,,,1312652NMA0XL,453,shopify,1,deny,manual,79.20,198.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_004_20251111_102038.jpg?v=1762885659,g,,,
clara-cashmere-crew-cardigan,,,,,,,,Color,Navy Multi Argyle,Size,XS,,,1312652NMA0XS,453,shopify,1,deny,manual,79.20,198.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_004_20251111_102038.jpg?v=1762885659,g,,,
clara-cashmere-crew-cardigan,,,,,,,,Color,Pear,Size,L,,,1312652PZZ00L,453,shopify,1,deny,manual,79.20,198.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_102803.jpg?v=1762885767,g,,,
clara-cashmere-crew-cardigan,,,,,,,,Color,Pear,Size,M,,,1312652PZZ00M,453,shopify,1,deny,manual,79.20,198.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_102803.jpg?v=1762885767,g,,,
clara-cashmere-crew-cardigan,,,,,,,,Color,Pear,Size,XL,,,1312652PZZ0XL,453,shopify,1,deny,manual,79.20,198.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_102803.jpg?v=1762885767,g,,,
clara-cashmere-crew-cardigan,,,,,,,,Color,Pear,Size,XS,,,1312652PZZ0XS,453,shopify,1,deny,manual,79.20,198.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_102803.jpg?v=1762885767,g,,,
clara-cashmere-crew-cardigan,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_000_20251111_102038.jpg?v=1764108901,2,Clara Cashmere Crew Cardigan,,,,,,,,
clara-cashmere-crew-cardigan,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_001_20251111_102038.jpg?v=1764108901,3,Clara Cashmere Crew Cardigan,,,,,,,,
clara-cashmere-crew-cardigan,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_002_20251111_102038.jpg?v=1764108901,4,Clara Cashmere Crew Cardigan,,,,,,,,
clara-cashmere-crew-cardigan,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_004_20251111_102038.jpg?v=1762885659,5,Clara Cashmere Crew Cardigan,,,,,,,,
clara-cashmere-crew-cardigan,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_102803.jpg?v=1762885767,6,Clara Cashmere Crew Cardigan,,,,,,,,
dusk-top,Dusk Top,<p></p>,Homeboy Threads,,Shirts,"private, designer-donated",TRUE,Color,Black,Size,L,,,1312627BLK00L,453,shopify,1,deny,manual,23.20,58.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_101245.jpg?v=1762884948,1,Dusk Top,FALSE,Dusk Top | Homeboy Threads Resale | Homeboy Threads,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_101245.jpg?v=1762884948,g,,,active
dusk-top,,,,,,,,Color,Black,Size,M,,,1312627BLK00M,453,shopify,1,deny,manual,23.20,58.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_101245.jpg?v=1762884948,g,,,
dusk-top,,,,,,,,Color,Black,Size,S,,,1312627BLK00S,453,shopify,1,deny,manual,23.20,58.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_101245.jpg?v=1762884948,g,,,
dusk-top,,,,,,,,Color,Black,Size,XL,,,1312627BLK0XL,453,shopify,1,deny,manual,23.20,58.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_101245.jpg?v=1762884948,g,,,
dusk-top,,,,,,,,Color,Black,Size,XS,,,1312627BLK0XS,453,shopify,1,deny,manual,23.20,58.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_101245.jpg?v=1762884948,g,,,
dusk-top,,,,,,,,Color,Fior Di Latte,Size,L,,,1312627FDL00L,453,shopify,1,deny,manual,23.20,58.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_101304.jpg?v=1762884956,g,,,
dusk-top,,,,,,,,Color,Fior Di Latte,Size,M,,,1312627FDL00M,453,shopify,1,deny,manual,23.20,58.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_101304.jpg?v=1762884956,g,,,
dusk-top,,,,,,,,Color,Fior Di Latte,Size,S,,,1312627FDL00S,453,shopify,1,deny,manual,23.20,58.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_101304.jpg?v=1762884956,g,,,
dusk-top,,,,,,,,Color,Fior Di Latte,Size,XL,,,1312627FDL0XL,453,shopify,1,deny,manual,23.20,58.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_101304.jpg?v=1762884956,g,,,
dusk-top,,,,,,,,Color,Fior Di Latte,Size,XS,,,1312627FDL0XS,453,shopify,1,deny,manual,23.20,58.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_101304.jpg?v=1762884956,g,,,
dusk-top,,,,,,,,Color,Black Silver Sparkle,Size,L,,,1312627VKR00L,453,shopify,1,deny,manual,23.20,58.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/8F147B99-FFC0-4B75-AC20-CDA63E979981.jpg?v=1762907772,g,,,
dusk-top,,,,,,,,Color,Black Silver Sparkle,Size,XL,,,1312627VKR0XL,453,shopify,1,deny,manual,23.20,58.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/8F147B99-FFC0-4B75-AC20-CDA63E979981.jpg?v=1762907772,g,,,
dusk-top,,,,,,,,Color,Black Silver Sparkle,Size,XS,,,1312627VKR0XS,453,shopify,1,deny,manual,23.20,58.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/8F147B99-FFC0-4B75-AC20-CDA63E979981.jpg?v=1762907772,g,,,
dusk-top,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_101304.jpg?v=1762884956,2,Dusk Top,,,,,,,,
dusk-top,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/8F147B99-FFC0-4B75-AC20-CDA63E979981.jpg?v=1762907772,3,Dusk Top,,,,,,,,
nova-embroidered-tank-top,Nova Embroidered Tank Top,<p></p>,Homeboy Threads,,Tank Tops,"private, designer-donated",TRUE,Color,Horseshoe,Size,S,,,1312558HOR00S,453,shopify,1,deny,manual,15.20,38.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/4CB0D875-BE50-4DCC-9A63-AD4F1C00B633.png?v=1762907684,1,Nova Embroidered Tank Top,FALSE,Nova Embroidered Tank Top | Homeboy Threads Resale | Homeboy Threads,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/AF3DCC5E-D55F-4751-A560-9AE31592A7F4.png?v=1762979039,g,,,active
nova-embroidered-tank-top,,,,,,,,Color,Horseshoe,Size,XL,,,1312558HOR0XL,453,shopify,1,deny,manual,15.20,38.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/AF3DCC5E-D55F-4751-A560-9AE31592A7F4.png?v=1762979039,g,,,
nova-embroidered-tank-top,,,,,,,,Color,Martini,Size,L,,,1312558MNI00L,453,shopify,1,deny,manual,15.20,38.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/4CB0D875-BE50-4DCC-9A63-AD4F1C00B633.png?v=1762907684,g,,,
nova-embroidered-tank-top,,,,,,,,Color,Martini,Size,M,,,1312558MNI00M,453,shopify,1,deny,manual,15.20,38.00,TRUE,TRUE,,,,,,,,,g,,,
nova-embroidered-tank-top,,,,,,,,Color,Martini,Size,S,,,1312558MNI00S,453,shopify,1,deny,manual,15.20,38.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/4CB0D875-BE50-4DCC-9A63-AD4F1C00B633.png?v=1762907684,g,,,
nova-embroidered-tank-top,,,,,,,,Color,Martini,Size,XL,,,1312558MNI0XL,453,shopify,1,deny,manual,15.20,38.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/4CB0D875-BE50-4DCC-9A63-AD4F1C00B633.png?v=1762907684,g,,,
nova-embroidered-tank-top,,,,,,,,Color,Bow,Size,M,,,1312558WEB00M,453,shopify,1,deny,manual,15.20,38.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/238590AD-8725-4F75-852D-32CDDA9E8092.png?v=1763150852,g,,,
nova-embroidered-tank-top,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/AF3DCC5E-D55F-4751-A560-9AE31592A7F4.png?v=1762979039,2,Nova Embroidered Tank Top,,,,,,,,
nova-embroidered-tank-top,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/238590AD-8725-4F75-852D-32CDDA9E8092.png?v=1763150852,3,Nova Embroidered Tank Top,,,,,,,,
lysander-dress,Lysander Dress,<p></p>,Homeboy Threads,,Dresses,"private, designer-donated",TRUE,Color,Danube Dot,Size,0,,,1312546DAO000,453,shopify,1,deny,manual,119.20,298.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/84190A80-9EDE-4236-9B4C-28D1142AFB05.png?v=1762907650,1,Lysander Dress,FALSE,Lysander Dress | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
lysander-dress,,,,,,,,Color,Danube Dot,Size,2,,,1312546DAO002,453,shopify,1,deny,manual,119.20,298.00,TRUE,TRUE,,,,,,,,,g,,,
lysander-dress,,,,,,,,Color,Danube Dot,Size,4,,,1312546DAO004,453,shopify,1,deny,manual,119.20,298.00,TRUE,TRUE,,,,,,,,,g,,,
lysander-dress,,,,,,,,Color,Danube Dot,Size,6,,,1312546DAO006,453,shopify,1,deny,manual,119.20,298.00,TRUE,TRUE,,,,,,,,,g,,,
lysander-dress,,,,,,,,Color,Danube Dot,Size,8,,,1312546DAO008,453,shopify,1,deny,manual,119.20,298.00,TRUE,TRUE,,,,,,,,,g,,,
lysander-dress,,,,,,,,Color,Danube Dot,Size,10,,,1312546DAO010,453,shopify,1,deny,manual,119.20,298.00,TRUE,TRUE,,,,,,,,,g,,,
lysander-dress,,,,,,,,Color,Danube Dot,Size,12,,,1312546DAO012,453,shopify,1,deny,manual,119.20,298.00,TRUE,TRUE,,,,,,,,,g,,,
ani-ruched-loafer,Ani Ruched Loafer,<p></p>,Homeboy Threads,,Shoes,"private, designer-donated",TRUE,Color,Espresso Leather,Size,6,,,1312504ESL006,453,shopify,1,deny,manual,107.20,268.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/01420838-C685-4710-8735-04CB640A2ED2.jpg?v=1762884546,1,Ani Ruched Loafer,FALSE,Ani Ruched Loafer | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
ani-ruched-loafer,,,,,,,,Color,Espresso Leather,Size,7,,,1312504ESL007,453,shopify,1,deny,manual,107.20,268.00,TRUE,TRUE,,,,,,,,,g,,,
ani-ruched-loafer,,,,,,,,Color,Espresso Leather,Size,8,,,1312504ESL008,453,shopify,1,deny,manual,107.20,268.00,TRUE,TRUE,,,,,,,,,g,,,
ani-ruched-loafer,,,,,,,,Color,Espresso Leather,Size,10,,,1312504ESL010,453,shopify,1,deny,manual,107.20,268.00,TRUE,TRUE,,,,,,,,,g,,,
ani-ruched-loafer,,,,,,,,Color,Espresso Leather,Size,6.5,,,1312504ESL065,453,shopify,1,deny,manual,107.20,268.00,TRUE,TRUE,,,,,,,,,g,,,
ani-ruched-loafer,,,,,,,,Color,Espresso Leather,Size,9.5,,,1312504ESL095,453,shopify,1,deny,manual,107.20,268.00,TRUE,TRUE,,,,,,,,,g,,,
ani-ruched-loafer,,,,,,,,Color,Espresso Leather,Size,8.5,,,1312504ESL085,453,shopify,1,deny,manual,107.20,268.00,TRUE,TRUE,,,,,,,,,g,,,
layla-skirt,Layla Skirt,<p></p>,Homeboy Threads,,Skirts,"private, designer-donated",TRUE,Color,Barcelona Border,Size,0,,,1312501BBR000,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_100537.png?v=1762884491,1,Layla Skirt,FALSE,Layla Skirt | Homeboy Threads Resale | Homeboy Threads,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_100537.png?v=1762884491,g,,,active
layla-skirt,,,,,,,,Color,Barcelona Border,Size,2,,,1312501BBR002,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_100537.png?v=1762884491,g,,,
layla-skirt,,,,,,,,Color,Barcelona Border,Size,4,,,1312501BBR004,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_100537.png?v=1762884491,g,,,
layla-skirt,,,,,,,,Color,Barcelona Border,Size,6,,,1312501BBR006,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_100537.png?v=1762884491,g,,,
layla-skirt,,,,,,,,Color,Barcelona Border,Size,10,,,1312501BBR010,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_100537.png?v=1762884491,g,,,
layla-skirt,,,,,,,,Color,Mahogany,Size,6,,,1312501MHG006,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_100625.jpg?v=1762884516,g,,,
layla-skirt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_100625.jpg?v=1762884516,2,Layla Skirt,,,,,,,,
bethany-ballet-flat,Bethany Ballet Flat,<p></p>,Homeboy Threads,,Shoes,"private, designer-donated",TRUE,Color,Black,Size,5,,,1312478BLK005,453,shopify,1,deny,manual,107.20,268.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_100202.jpg?v=1762884175,1,Bethany Ballet Flat,FALSE,Bethany Ballet Flat | Homeboy Threads Resale | Homeboy Threads,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_100202.jpg?v=1762884175,g,,,active
bethany-ballet-flat,,,,,,,,Color,Black,Size,9,,,1312478BLK009,453,shopify,1,deny,manual,107.20,268.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_100202.jpg?v=1762884175,g,,,
bethany-ballet-flat,,,,,,,,Color,Black,Size,10,,,1312478BLK010,453,shopify,1,deny,manual,107.20,268.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_100202.jpg?v=1762884175,g,,,
bethany-ballet-flat,,,,,,,,Color,Black,Size,5.5,,,1312478BLK055,453,shopify,1,deny,manual,107.20,268.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_100202.jpg?v=1762884175,g,,,
bethany-ballet-flat,,,,,,,,Color,Black,Size,6.5,,,1312478BLK065,453,shopify,1,deny,manual,107.20,268.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_100202.jpg?v=1762884175,g,,,
bethany-ballet-flat,,,,,,,,Color,Black,Size,9.5,,,1312478BLK095,453,shopify,1,deny,manual,107.20,268.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_100202.jpg?v=1762884175,g,,,
bethany-ballet-flat,,,,,,,,Color,Leopard Mesh,Size,7,,,1312478LRM007,453,shopify,1,deny,manual,107.20,268.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_100146.jpg?v=1762884186,g,,,
bethany-ballet-flat,,,,,,,,Color,Leopard Mesh,Size,8,,,1312478LRM008,453,shopify,1,deny,manual,107.20,268.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_100146.jpg?v=1762884186,g,,,
bethany-ballet-flat,,,,,,,,Color,Leopard Mesh,Size,9,,,1312478LRM009,453,shopify,1,deny,manual,107.20,268.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_100146.jpg?v=1762884186,g,,,
bethany-ballet-flat,,,,,,,,Color,Leopard Mesh,Size,10,,,1312478LRM010,453,shopify,1,deny,manual,107.20,268.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_100146.jpg?v=1762884186,g,,,
bethany-ballet-flat,,,,,,,,Color,Leopard Mesh,Size,7.5,,,1312478LRM075,453,shopify,1,deny,manual,107.20,268.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_100146.jpg?v=1762884186,g,,,
bethany-ballet-flat,,,,,,,,Color,Leopard Mesh,Size,8.5,,,1312478LRM085,453,shopify,1,deny,manual,107.20,268.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_100146.jpg?v=1762884186,g,,,
bethany-ballet-flat,,,,,,,,Color,Leopard Mesh,Size,9.5,,,1312478LRM095,453,shopify,1,deny,manual,107.20,268.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_100146.jpg?v=1762884186,g,,,
bethany-ballet-flat,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_100146.jpg?v=1762884186,2,Bethany Ballet Flat,,,,,,,,
stevie-pant,Stevie Pant,<p></p>,Homeboy Threads,,Pants,"private, designer-donated",TRUE,Color,Mushroom,Size,6,,,1312185MSM006,453,shopify,1,deny,manual,79.20,198.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-0811.png?v=1762884032,1,Stevie Pant,FALSE,Stevie Pant | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
stevie-pant,,,,,,,,Color,Mushroom,Size,8,,,1312185MSM008,453,shopify,1,deny,manual,79.20,198.00,TRUE,TRUE,,,,,,,,,g,,,
stevie-pant,,,,,,,,Color,Mushroom,Size,10,,,1312185MSM010,453,shopify,1,deny,manual,79.20,198.00,TRUE,TRUE,,,,,,,,,g,,,
val-90s-mid-rise-straight-jeans,Val 90S Mid Rise Straight Jeans,<p></p>,Homeboy Threads,,Jeans,"private, designer-donated",TRUE,Color,Ahurani,Size,24,,,1312130AHR024,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_095319.jpg?v=1762883878,1,Val 90S Mid Rise Straight Jeans,FALSE,Val 90S Mid Rise Straight Jeans | Homeboy Threads Resale | Homeboy Threads,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_095319.jpg?v=1762883878,g,,,active
val-90s-mid-rise-straight-jeans,,,,,,,,Color,Ahurani,Size,25,,,1312130AHR025,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_095319.jpg?v=1762883878,g,,,
val-90s-mid-rise-straight-jeans,,,,,,,,Color,Ahurani,Size,26,,,1312130AHR026,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_095319.jpg?v=1762883878,g,,,
val-90s-mid-rise-straight-jeans,,,,,,,,Color,Ahurani,Size,27,,,1312130AHR027,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_095319.jpg?v=1762883878,g,,,
val-90s-mid-rise-straight-jeans,,,,,,,,Color,Ahurani,Size,28,,,1312130AHR028,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_095319.jpg?v=1762883878,g,,,
val-90s-mid-rise-straight-jeans,,,,,,,,Color,Ahurani,Size,29,,,1312130AHR029,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_095319.jpg?v=1762883878,g,,,
val-90s-mid-rise-straight-jeans,,,,,,,,Color,Ahurani,Size,30,,,1312130AHR030,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_095319.jpg?v=1762883878,g,,,
val-90s-mid-rise-straight-jeans,,,,,,,,Color,Colorado,Size,23,,,1312130OLO023,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_095339.jpg?v=1762883848,g,,,
val-90s-mid-rise-straight-jeans,,,,,,,,Color,Colorado,Size,24,,,1312130OLO024,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_095339.jpg?v=1762883848,g,,,
val-90s-mid-rise-straight-jeans,,,,,,,,Color,Colorado,Size,25,,,1312130OLO025,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_095339.jpg?v=1762883848,g,,,
val-90s-mid-rise-straight-jeans,,,,,,,,Color,Colorado,Size,26,,,1312130OLO026,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_095339.jpg?v=1762883848,g,,,
val-90s-mid-rise-straight-jeans,,,,,,,,Color,Colorado,Size,27,,,1312130OLO027,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_095339.jpg?v=1762883848,g,,,
val-90s-mid-rise-straight-jeans,,,,,,,,Color,Colorado,Size,28,,,1312130OLO028,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_095339.jpg?v=1762883848,g,,,
val-90s-mid-rise-straight-jeans,,,,,,,,Color,Colorado,Size,29,,,1312130OLO029,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_095339.jpg?v=1762883848,g,,,
val-90s-mid-rise-straight-jeans,,,,,,,,Color,Colorado,Size,30,,,1312130OLO030,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_095339.jpg?v=1762883848,g,,,
val-90s-mid-rise-straight-jeans,,,,,,,,Color,Colorado,Size,31,,,1312130OLO031,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_095339.jpg?v=1762883848,g,,,
val-90s-mid-rise-straight-jeans,,,,,,,,Color,Colorado,Size,33,,,1312130OLO033,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_095339.jpg?v=1762883848,g,,,
val-90s-mid-rise-straight-jeans,,,,,,,,Color,Pelican,Size,23,,,1312130PLC023,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/Photoroom_20251111_095254.jpg?v=1762883867,g,,,
